Account ID,Org Name,W-A1 Number of wastewater pump stations,W-A1 Reason not available,W-A2.1 Total length of gravity wastewater pipes (km),W-A2.1 Reason not available,W-A2.2 Total length of pressured wastewater pipes (km),W-A2.2 Reason not available,W-A2.3 Total length of vacuum wastewater pipes (km),W-A2.3 Reason not available,W-A3 Total length of combined WW and SW pipes (km),W-A3 Reason not available,W-A4 Wastewater imported for treatment (m3/year),W-A4 Reason not available,W-A5 Wastewater exported for treatment (m3/year),W-A5 Reason not available,W-A1 to W-A5 Data confidence,W-A6 Number of wastewater treatment plants,W-A6 Reason not available,W-A6 Data confidence,W-EH1.1 Residential connections to gravity sewers,W-EH1.1 Reason not available,W-EH1.2 Residential connections to pressure sewers,W-EH1.2 Reason not available,W-EH1.3 Residential connections to vacuum sewers,W-EH1.3 Reason not available,W-EH2.1 Non-residential connections to gravity sewers,W-EH2.1 Reason not available,W-EH2.2 Non-residential connections to pressure sewers,W-EH2.2 Reason not available,W-EH2.3 Non-residential connections to vacuum sewers,W-EH2.3 Reason not available,W-EH1.1 to W-EH2.3 Data confidence,W-EH10 Number of overflows caused by blockages,W-EH10 Reason not available,W-EH11 Number of overflows caused by plant failure or equipment damage,W-EH11 Reason not available,W-EH12 Number of overflows caused by capacity exceeded (WW network),W-EH12 Reason not available,W-EH13 Number of overflows caused by capacity exceeded (combined WW/SW),W-EH13 Reason not available,W-EH14 Number of overflows from other causes,W-EH14 Reason not available,W-EH15 Number of overflows on private properties attributable to provider,W-EH15 Reason not available,W-EH16 How are overflows reported to the network operator?,W-EH16 Reason not available,W-EH17 Are overflows recorded through SCADA?,W-EH17 Reason not available,W-EH18 What methodology is used for calculating overflows?,W-EH18 Reason not available,W-EH19 Number of hours WWTP processes fully bypassed (hours),W-EH19 Reason not available,W-EH10 to W-EH19 Data confidence,W-EH23 Number of trade waste consents,W-EH23 Reason not available,W-EH24 Number of times trade waste consents breached,W-EH24 Reason not available,W-EH25 Actions taken due to trade waste consent breaches,W-EH25 Reason not available,W-EH23 to W-EH25 Data confidence,W-R1 Median time to attend to a fault (hours),W-R1 Reason not available,W-R2 Median time to resolve a fault (hours),W-R2 Reason not available,W-R1 to W-R2 Data confidence,W-R7 Number of planned maintenance activities,W-R7 Reason not available,W-R8 Number of third-party incidents,W-R8 Reason not available,W-R7 to W-R8 Data confidence,W-R9.1 % of WW pipes with condition grading,W-R9.1 Reason not available,W-R9.1 Data confidence,W-R9.2 WW pipe condition grading methodology,W-R9.2 Reason not available,W-R9.2 Data confidence,W-R10 % WW pipes in poor or very poor condition,W-R10 Reason not available,W-R10 Data confidence,W-R11 Average age of wastewater pipes (years),W-R11 Reason not available,W-R11 Data confidence,W-R12 % WW pipes with CCTV inspections in last 5 years,W-R12 Reason not available,W-R12 Data confidence,W-R13.1 % above-ground assets with condition grading,W-R13.1 Reason not available,W-R13.1 Data confidence,W-R13.2 Above-ground asset grading methodology,W-R13.2 Reason not available,W-R13.2 Data confidence,W-R14 % above-ground assets in poor or very poor condition,W-R14 Reason not available,W-R14 Data confidence,W-RE1 Grid electricity use (kWh),W-RE1 Reason not available,W-RE2 Energy use from other fuels (GJ),W-RE2 Reason not available,W-RE1 to W-RE2 Data confidence,W-RL1.1 Critical wastewater assets assessment undertaken?,W-RL1.1 Reason not available,W-RL1.1 Data confidence,W-RL1.2 Criticality methodology,W-RL1.2 Reason not available,W-RL1.2 Data confidence
ACC-00001016,Waikato District Council,83,,275,,100,,0,,572,,0,,0,,5 - Highly Reliable,9,,5 - Highly Reliable,14166,,382,,0,,160,,,Data Not Available,0,,5 - Highly Reliable,38,,1,,7,,0,,0,,22,,Both,,No,,Data Not Available,Measure Not Applicable,0,,5 - Highly Reliable,185,,52,,"Notification letter, investigation, site visit if required, warning letter if required. Breaches by ITWA are managed by WDC.",,5 - Highly Reliable,0.44,,2.02,,5 - Highly Reliable,,Data Not Available,,Data Not Available,4 - Reliable,100,,5 - Highly Reliable,Desktop assessment,,5 - Highly Reliable,3,,5 - Highly Reliable,30,,5 - Highly Reliable,,,5 - Highly Reliable,100,,5 - Highly Reliable,Asset inspections,,5 - Highly Reliable,8,,5 - Highly Reliable,3221592,,,Data Not Available,4 - Reliable,Yes,,5 - Highly Reliable,Desktop assessment,,5 - Highly Reliable
ACC-00008589,Waimakariri District Council,56,,395,,197,,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,,3,,,17152,,1535,,0,Measure Not Applicable,655,,3,,0,Measure Not Applicable,,7,,0,,8,,0,Measure Not Applicable,1,,10,,Both,,Yes,,Measure Not Applicable,,0,,,2,,1,,A penalty fee was applied when the consented condition threshold was exceeded.,,,0.533333333,,1.7,,,53,,7,,,100,,,Renewals model,,,2,,,24,,,16,,,100,,,Renewals model,,,13,,,4432595,,1,,,Yes,,,Internal criticality assesment framework,,
ACC-00001017,Waimate District Council,2,,40,,4,,0,,0,,0,,0,,4 - Reliable,1,,5 - Highly Reliable,1627,,29,,0,,191,,3,,0,,4 - Reliable,1,,0,,0,,0,,0,,0,,Both,,No,,Measure Not Applicable,,0,,5 - Highly Reliable,2,,0,,,,5 - Highly Reliable,17,,21,,5 - Highly Reliable,0,,5,,5 - Highly Reliable,99,,3 - Less Reliable,Renewals model,,4 - Reliable,21,,3 - Less Reliable,61,,4 - Reliable,10,,4 - Reliable,100,,5 - Highly Reliable,Renewals model,,4 - Reliable,0,,4 - Reliable,134401,,0,,3 - Less Reliable,Yes,,5 - Highly Reliable,Other (Please identify in the comments section),,5 - Highly Reliable
ACC-00008578,Waipa District Council,72,,307,,52,,0,,0,,0,,0,,5 - Highly Reliable,2,,5 - Highly Reliable,13985,,0,,0,,314,,0,,0,,3 - Less Reliable,41,,0,,0,,,Measure Not Applicable,21,,0,,Both,,No,,,Measure Not Applicable,0,,5 - Highly Reliable,432,,50,,"All customers are notified of their breach. For high risk breaches the team follows up within 1 working day, medium risk breaches 3 working days and low risk breaches 5 working days",,5 - Highly Reliable,0.53,,1.9,,5 - Highly Reliable,2,,2,,5 - Highly Reliable,76,,5 - Highly Reliable,Asset inspections,,5 - Highly Reliable,10,,5 - Highly Reliable,34,,5 - Highly Reliable,13,,5 - Highly Reliable,99,,5 - Highly Reliable,Asset inspections,,5 - Highly Reliable,1,,5 - Highly Reliable,4115463,,0,,5 - Highly Reliable,Yes,,5 - Highly Reliable,Internal criticality assesment framework,,5 - Highly Reliable
ACC-00008575,Wairoa District Council,11,,58,,0,,0,,0,,0,,0,,,4,,,2337,,0,,0,,2,,0,,0,,,0,,0,,0,,0,,0,,0,,Both,,No,,Data Not Available,,0,,,26,,2,,"one was closed for a week until plumbing was repaired by owner was his choice, the other one was given notice and sorted issues within 24 hours",,,0,,1.1,,,0,,0,,,0,,,,,,37,,,,Data Not Available,,5,,,0,,,Desktop assessment,,,,Data Not Available,,,Data Not Available,,Data Not Available,,Yes,,,Asset management information system,,
ACC-00008499,Waitaki District Council,30,,156,,22,,0,,0,,0,,0,,5 - Highly Reliable,8,,5 - Highly Reliable,7778,,4,,0,,730,,1,,0,,3 - Less Reliable,3,,,Data Not Available,194,,,Data Not Available,,Data Not Available,1,,Both,,Yes,,SCADA,,0,Measure Not Applicable,3 - Less Reliable,4,,57,,Email have been sent advised on importance of cleaning and maintaning grease traps. Metings have been held with one company to look into pre treatment options,,5 - Highly Reliable,1,,24,,5 - Highly Reliable,119,,0,,5 - Highly Reliable,1,,5 - Highly Reliable,Asset inspections,,5 - Highly Reliable,50,,4 - Reliable,57,,5 - Highly Reliable,1,,5 - Highly Reliable,0,,5 - Highly Reliable,,,5 - Highly Reliable,0,,5 - Highly Reliable,2091226,,,Data Not Available,4 - Reliable,Yes,,5 - Highly Reliable,Asset Management plan,,5 - Highly Reliable
ACC-00008576,Waitomo District Council,5,,59,,14,,0,,118,,50,,0,,,3,,,3712,,0,,0,,136,,0,,0,,,23,,0,,10,,10,,0,,5,,Both,,No,,Measure Not Applicable,,0,,,5,,0,,0,,,0.53,,3.4,,,20,,0,,,90,,,Desktop assessment,,,15,,,80,,,30,,,96,,,Desktop assessment,,,5,,,0,Data Not Available,0,,,Yes,,,Desktop assessment,,
ACC-00001216,Watercare,532,,8992.35,,508,,21,,195,,0,,0,,5 - Highly Reliable,18,,5 - Highly Reliable,442388,,7611,,745,,32778,,311,,27,,4 - Reliable,2158,,28,,1171,,62,,2433,,3551,,Both,,Yes,,Calibrated hydraulic models,,0,,4 - Reliable,841,,176,,"All non-compliances are followed up with agreement holders, and only closed once resolved, with actions ranging from minor corrective measures such as pH probe calibration to major pre-treatment upgrades requiring CAPEX investment.",,5 - Highly Reliable,1.28,,3.12,,5 - Highly Reliable,11510,,42,,5 - Highly Reliable,100,,4 - Reliable,Renewals model,,4 - Reliable,16,,4 - Reliable,45,,5 - Highly Reliable,10,,4 - Reliable,16,,5 - Highly Reliable,Asset inspections,,5 - Highly Reliable,0.5,,5 - Highly Reliable,84261655,,193330,,5 - Highly Reliable,Yes,,5 - Highly Reliable,Asset management information system,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,241,,2326.47,,129.56,,0,,0,,0,,0,,4 - Reliable,4,,4 - Reliable,166047,,60,,0,,0,,0,,0,,4 - Reliable,722,,13,,1276,,0,,0,,0,,Both,,Yes,,Data Not Available,,9,,4 - Reliable,1683,,96,,"Action taken: Customer education, increased monitoring (cost involved), increased discharge risk category, non-compliance notice issued.",,4 - Reliable,1.1,,3.5,,4 - Reliable,0,,0,Data Not Available,4 - Reliable,97,,4 - Reliable,Asset management information system,,4 - Reliable,28,,4 - Reliable,56,,4 - Reliable,9,,4 - Reliable,17,,4 - Reliable,Asset management information system,,4 - Reliable,9,,4 - Reliable,131684,,39222,,4 - Reliable,Yes,,4 - Reliable,Internal criticality assesment framework,,4 - Reliable
ACC-00001161,Western Bay of Plenty District Council,758,,273,,93,,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,673300,,5 - Highly Reliable,5,,5 - Highly Reliable,9824,,752,,0,Measure Not Applicable,668,,68,,0,Measure Not Applicable,4 - Reliable,19,,1,,1,,0,Measure Not Applicable,2,,9,,Both,,No,,Measure Not Applicable,Measure Not Applicable,0,,5 - Highly Reliable,6,,0,,0,,5 - Highly Reliable,0.85,,2.97,,5 - Highly Reliable,0,Measure Not Applicable,3,,4 - Reliable,6,,4 - Reliable,Other (Please identify in the comments section),,4 - Reliable,1,,1 - Very Uncertain,23,,4 - Reliable,,Data Not Available,1 - Very Uncertain,18,,4 - Reliable,Other (Please identify in the comments section),,4 - Reliable,2,,1 - Very Uncertain,3203354,,0,Measure Not Applicable,4 - Reliable,Yes,,5 - Highly Reliable,Internal criticality assesment framework,,5 - Highly Reliable
ACC-00008497,Westland District Council,10,,69,,6,,0,,0,,,Measure Not Applicable,,Measure Not Applicable,,4,,,1862,,,Measure Not Applicable,,Measure Not Applicable,283,,,Measure Not Applicable,,Measure Not Applicable,,3,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,2,,Both,,No,,,Measure Not Applicable,,Measure Not Applicable,,4,,,Data Not Available,,Measure Not Applicable,,3,,1.5,,,0,,0,,,100,,,Desktop assessment,,,59,,,38,,,80,,,100,,,Desktop assessment,,,22,,,555303,,,Measure Not Applicable,,Yes,,,Desktop assessment,,
ACC-00008495,Whakatane District Council,49,,205.5,,40.4,,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,6,,5 - Highly Reliable,8666,,0,,0,,256,,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,55,Data Not Available,13,Data Not Available,,Data Not Available,,Measure Not Applicable,,Data Not Available,0,,Both,,No,,Other (Please identify in the comments section),,,Data Not Available,5 - Highly Reliable,256,,0,,"No breaches, so no actions undertaken.",,5 - Highly Reliable,0.62,,4.22,,5 - Highly Reliable,,,,,5 - Highly Reliable,95.68,,4 - Reliable,Asset management information system,,5 - Highly Reliable,10.2,,4 - Reliable,49.3,,4 - Reliable,21,,4 - Reliable,92,,4 - Reliable,Asset management information system,,4 - Reliable,30,,4 - Reliable,490875,,,Measure Not Applicable,4 - Reliable,Yes,,5 - Highly Reliable,Other (Please identify in the comments section),,5 - Highly Reliable
ACC-00001151,Whanganui District Council,37,,275,,13,,0,Measure Not Applicable,4,,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,2,,5 - Highly Reliable,16488,,82,,0,Measure Not Applicable,903,,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,28,,0,,12,,0,,0,,21,,Both,,Yes,,Measure Not Applicable,,135,,3 - Less Reliable,4,,93,,Existing tradewaste consents expire in 2026 conversations are underway with consent holders in respect to new consents this will include discussions around performance and expectations.,,4 - Reliable,0.86,,2.69,,4 - Reliable,0,,15,,4 - Reliable,100,,4 - Reliable,Asset inspections,,4 - Reliable,16,,3 - Less Reliable,58,,3 - Less Reliable,15,,5 - Highly Reliable,100,,4 - Reliable,Asset inspections,,4 - Reliable,0,,4 - Reliable,7406662,,10295,,5 - Highly Reliable,Yes,,5 - Highly Reliable,Internal criticality assesment framework,,5 - Highly Reliable
ACC-00001181,Whangarei District Council,145,,757,,169,,0,,0,,0,,0,,4 - Reliable,9,,5 - Highly Reliable,24651,,,,0,,0,,0,,0,,5 - Highly Reliable,68,,0,Data Not Available,34,,0,Measure Not Applicable,0,Data Not Available,0,Data Not Available,Both,,Yes,,Data Not Available,,0,,4 - Reliable,503,,0,,If the consent holder has a blockage or spill. WDC gets them to do the unblock and clean up at their cost through our approved contractors.,,5 - Highly Reliable,0.71,,2.11,,4 - Reliable,,,,,4 - Reliable,67,,3 - Less Reliable,Asset management information system,,5 - Highly Reliable,10,,4 - Reliable,40,,5 - Highly Reliable,4,,3 - Less Reliable,100,,5 - Highly Reliable,Asset inspections,,4 - Reliable,10,,4 - Reliable,5214131,,0,Data Not Available,4 - Reliable,Yes,,4 - Reliable,Desktop assessment,,4 - Reliable
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
