Account ID,Org Name,Wastewater network ID,Wastewater network/plant name,W-A2 Total length of wastewater pipes (km),W-A2 Reason not available,W-A2 Data confidence,W-A7 Wastewater treatment processes - highest level,W-A8 Receiving environment for treated wastewater,W-A9 Volume of wastewater treated at treatment plant (m3/year),W-A9 Reason not available,W-A9.1 Average nominal flows (L/s),W-A9.1 Reason not available,W-A9.2 Average peak flows (L/s),W-A9.2 Reason not available,W-A9.3 Reason for peak flow,W-A10 Volume of trade waste treated (m3/year),W-A10 Reason not available,W-A11 Volume of septage imported for treatment (m3/year),W-A11 Reason not available,W-A12 Volume of treated wastewater applied to land (m3/year),W-A12 Reason not available,W-A7 to W-A12 Data confidence,W-EH1 Number of residential connections,W-EH1 Reason not available,W-EH1 Method of determining connections,W-EH2 Number of non-residential connections,W-EH2 Reason not available,W-EH2 Method of determining connections,W-EH3 Total population served by the wastewater network,W-EH3 Reason not available,W-EH1 to W-EH3 Data confidence,W-EH4 Number of resource consents held for WW network,W-EH4 Reason not available,W-EH9 WW overflow regulation approach under local regional plan,W-EH9 Comments,W-EH4 to W-EH9 Data confidence,W-EH20 WWTP peak flow to nominal flow ratio,W-EH20 Reason not available,W-EH21 Design standards for calculating WW overflow capacity,W-EH21 Comments,W-EH22 Levels of service for preventing WW overflows due to stormwater (%),W-EH22 Comments,W-EH21 to W-EH23 Data confidence,W-RE3 Wastewater treatment wetland emissions (tCO2e/year),W-RE3 Reason not available,W-RE4 Wastewater effluent disposal emissions (tCO2e/year),W-RE4 Reason not available,W-RE5 Wastewater sludge treatment emissions (tCO2e/year),W-RE5 Reason not available,W-RE6 Wastewater sludge disposal emissions (tCO2e/year),W-RE6 Reason not available,W-RE3 to W-RE6 Data confidence,W-RE7 Production of biosolids (m3),W-RE7 Reason not available,W-RE8 % of dry solids in biosolids,W-RE8 Reason not available,W-RE9 % disposal of biosolids to onsite stockpile,W-RE9 Reason not available,W-RE10 Disposal of biosolids to landfill (tonnes),W-RE10 Reason not available,W-RE11 Disposal of biosolids composting and reuse (tonnes),W-RE11 Reason not available,W-RE11 Biosolids reuse - how and where,W-RE12 Disposal of biosolids to other routes (tonnes),W-RE12 Reason not available,W-RE13 Last year plant or pond was desludged (yyyy),W-RE13 Reason not available,W-RE7 to W-RE13 Data confidence
ACC-00008574,Tararua District Council,WWN-00309,Norsewood,4,,4 - Reliable,Primary,River,14656,,1,,1,,Significant Weather Events,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,77,,Number of connections known,,Data Not Available,Other (Please identify in the comments section),150,,4 - Reliable,4,,,Restricted discretinary,4 - Reliable,2.5,,Data Not Available,,,,1 - Very Uncertain,,Measure Not Applicable,3,,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,0,,0,,,0,,,Measure Not Applicable,3 - Less Reliable
ACC-00008574,Tararua District Council,WWN-00310,Ormondville,3,,4 - Reliable,Primary,River,10847,,1,,3,,Significant Weather Events,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,42,,Number of connections known,,Data Not Available,Other (Please identify in the comments section),90,,4 - Reliable,2,,,Restricted discretinary,4 - Reliable,14,,Data Not Available,,,,1 - Very Uncertain,,Measure Not Applicable,2,,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,0,,0,,,0,,,Measure Not Applicable,3 - Less Reliable
ACC-00008574,Tararua District Council,WWN-00311,Pahiatua,25,,4 - Reliable,Tertiary,River,408605,,13,,90,,Significant Weather Events,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,1087,,Number of connections known,96,,Other (Please identify in the comments section),2860,,4 - Reliable,6,,,Restricted discretinary,4 - Reliable,7,,Data Not Available,,,,1 - Very Uncertain,,Measure Not Applicable,120,,,Measure Not Applicable,47,,3 - Less Reliable,468,,9,,100,,1026,,0,,,0,,,Measure Not Applicable,3 - Less Reliable
ACC-00008574,Tararua District Council,WWN-00312,Pongaroa,6,,4 - Reliable,Primary,River,26972,,1,,3,,Significant Weather Events,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,60,,Number of connections known,7,,Other (Please identify in the comments section),80,,4 - Reliable,1,,,Restricted discretinary,4 - Reliable,14,,Data Not Available,,,,1 - Very Uncertain,,Measure Not Applicable,3,,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,0,,0,,,0,,,Measure Not Applicable,3 - Less Reliable
ACC-00008574,Tararua District Council,WWN-00313,Woodville,17,,4 - Reliable,Tertiary,River,638714,,,Data Not Available,,Data Not Available,Measure Not Applicable,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,685,,Number of connections known,162,,Other (Please identify in the comments section),1710,,4 - Reliable,5,,,Restricted discretinary,4 - Reliable,,Data Not Available,Data Not Available,,,,1 - Very Uncertain,,Measure Not Applicable,71,,,Measure Not Applicable,,Measure Not Applicable,3 - Less Reliable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,0,,0,,,0,,,Measure Not Applicable,3 - Less Reliable
ACC-00008530,Tasman District Council,WWN-00314,Collingwood,8,,4 - Reliable,Tertiary,River,35072,,0.83,,3.95,,Significant Weather Events,0,,0,,0,,4 - Reliable,157,,Number of connections known,14,Number of connections known,Other (Please identify in the comments section),400,Measure Not Applicable,4 - Reliable,3,,Measure Not Applicable,Prohibited activity under regional plan for untreated wastewater.,4 - Reliable,4.76,,Other (Please identify in the comments section),"Nelson Tasman Land Development manual (NTLDM) design flow parameters are comparable to NZS4404, but differ slightly regarding ADWF/person, DWPF, WWD/IF, # of people/dwelling.",10,Primary stormwater systems are designed against 10% AEP + climate change. It is expected that when secondary flow paths are engaged sources of SW inflow will overwhelm WW network.,3 - Less Reliable,29.142,,11.232,,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,,0,Measure Not Applicable,,Data Not Available,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00315,Motueka,96,,4 - Reliable,Tertiary,Estuary,968112,,26.97,,80.77,,Significant Weather Events,585,,0,,62900,,4 - Reliable,3723,,Number of connections known,257,Number of connections known,Other (Please identify in the comments section),14000,Measure Not Applicable,4 - Reliable,4,,Measure Not Applicable,Prohibited activity under regional plan for untreated wastewater.,4 - Reliable,2.99,,Other (Please identify in the comments section),"Nelson Tasman Land Development manual (NTLDM) design flow parameters are comparable to NZS4404, but differ slightly regarding ADWF/person, DWPF, WWD/IF, # of people/dwelling.",10,Primary stormwater systems are designed against 10% AEP + climate change. It is expected that when secondary flow paths are engaged sources of SW inflow will overwhelm WW network.,3 - Less Reliable,9.328,,58.426,,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,,0,Measure Not Applicable,2022,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00316,Murchison,7,,4 - Reliable,Secondary,Land,49737,,1.41,,3.28,,Significant Weather Events,2576,,0,,56941,,4 - Reliable,181,,Number of connections known,44,Number of connections known,Other (Please identify in the comments section),830,Measure Not Applicable,4 - Reliable,4,,Measure Not Applicable,Prohibited activity under regional plan for untreated wastewater.,4 - Reliable,2.33,,Other (Please identify in the comments section),"Nelson Tasman Land Development manual (NTLDM) design flow parameters are comparable to NZS4404, but differ slightly regarding ADWF/person, DWPF, WWD/IF, # of people/dwelling.",10,Primary stormwater systems are designed against 10% AEP + climate change. It is expected that when secondary flow paths are engaged sources of SW inflow will overwhelm WW network.,3 - Less Reliable,0,Measure Not Applicable,13.18,,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,,0,Measure Not Applicable,2020,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00317,St Arnaud,14,,4 - Reliable,Secondary,Land,27906.51884,,0.36,,2.42,,Significant Weather Events,0,,0,,31611,,4 - Reliable,273,,Number of connections known,10,Number of connections known,Other (Please identify in the comments section),570,Measure Not Applicable,4 - Reliable,3,,Measure Not Applicable,Prohibited activity under regional plan for untreated wastewater.,4 - Reliable,6.72,,Other (Please identify in the comments section),"Nelson Tasman Land Development manual (NTLDM) design flow parameters are comparable to NZS4404, but differ slightly regarding ADWF/person, DWPF, WWD/IF, # of people/dwelling.",10,Primary stormwater systems are designed against 10% AEP + climate change. It is expected that when secondary flow paths are engaged sources of SW inflow will overwhelm WW network.,3 - Less Reliable,11.062,,4.264,,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,,0,Measure Not Applicable,,Data Not Available,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00318,Takaka,58,,4 - Reliable,Secondary,Land,276862.7547,,6.06,,29.43,,Significant Weather Events,42743,,1394,,321533,,4 - Reliable,1137,,Number of connections known,110,Number of connections known,Other (Please identify in the comments section),3400,Measure Not Applicable,4 - Reliable,4,,Measure Not Applicable,Prohibited activity under regional plan for untreated wastewater.,4 - Reliable,4.86,,Other (Please identify in the comments section),"Nelson Tasman Land Development manual (NTLDM) design flow parameters are comparable to NZS4404, but differ slightly regarding ADWF/person, DWPF, WWD/IF, # of people/dwelling.",10,Primary stormwater systems are designed against 10% AEP + climate change. It is expected that when secondary flow paths are engaged sources of SW inflow will overwhelm WW network.,3 - Less Reliable,0,Measure Not Applicable,46.823,,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,,0,Measure Not Applicable,2024,,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00319,Tapawera,4,,4 - Reliable,Secondary,Land,19614,,0.58,,4.18,,Significant Weather Events,0,,0,,23444,,4 - Reliable,124,,Number of connections known,20,Number of connections known,Other (Please identify in the comments section),230,Measure Not Applicable,4 - Reliable,3,,Measure Not Applicable,Prohibited activity under regional plan for untreated wastewater.,4 - Reliable,7.27,,Other (Please identify in the comments section),"Nelson Tasman Land Development manual (NTLDM) design flow parameters are comparable to NZS4404, but differ slightly regarding ADWF/person, DWPF, WWD/IF, # of people/dwelling.",10,Primary stormwater systems are designed against 10% AEP + climate change. It is expected that when secondary flow paths are engaged sources of SW inflow will overwhelm WW network.,3 - Less Reliable,0,Measure Not Applicable,9.823,,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,,0,Measure Not Applicable,,Data Not Available,4 - Reliable
ACC-00008530,Tasman District Council,WWN-00320,Upper Takaka,1,,4 - Reliable,Secondary,Land,2631.421647,,0.07,,0.35,,Significant Weather Events,0,,0,,2800,Data Not Available,2 - Uncertain,15,,Number of connections known,2,Number of connections known,Other (Please identify in the comments section),20,Measure Not Applicable,4 - Reliable,2,,Measure Not Applicable,Prohibited activity under regional plan for untreated wastewater.,4 - Reliable,4.91,,Other (Please identify in the comments section),"Nelson Tasman Land Development manual (NTLDM) design flow parameters are comparable to NZS4404, but differ slightly regarding ADWF/person, DWPF, WWD/IF, # of people/dwelling.",10,Primary stormwater systems are designed against 10% AEP + climate change. It is expected that when secondary flow paths are engaged sources of SW inflow will overwhelm WW network.,3 - Less Reliable,1.982,,0.764,,0,Measure Not Applicable,0,Measure Not Applicable,4 - Reliable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,,0,Measure Not Applicable,,Data Not Available,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00321,Acacia Bay,31.41064,,4 - Reliable,Secondary,Land,119593,,3.8,,6.4,,Population Variance,,Data Not Available,0,,92922,,4 - Reliable,762,,Number of connections known,73,,Other (Please identify in the comments section),1475,,3 - Less Reliable,2,,,No overflow is permitted (Waikato Regional Council,4 - Reliable,1.23,,Internal code of practice,,,No design level of service,4 - Reliable,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00322,Atiamuri,1.12081,,4 - Reliable,Primary,Land,1400,,,Data Not Available,,Data Not Available,,,Data Not Available,0,,1400,,4 - Reliable,33,,Number of connections known,1,,Other (Please identify in the comments section),202,,3 - Less Reliable,1,,,No overflow is permitted (Waikato Regional Council,4 - Reliable,,Data Not Available,Internal code of practice,,,No design level of service,4 - Reliable,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00323,Kinloch,165.37569,,4 - Reliable,Tertiary,Land,69441,,2.2,,4.35,,Population Variance,0,,0,,101650,,4 - Reliable,1048,,Number of connections known,135,,Other (Please identify in the comments section),2538,,3 - Less Reliable,4,,,No overflow is permitted (Waikato Regional Council,4 - Reliable,3.3,,Measure Not Applicable,,,No design level of service,4 - Reliable,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00324,Mangakino,20.66799,,4 - Reliable,Secondary,Land,93455,,3,,8.4,,Population Variance,0,,0,,51229,,4 - Reliable,683,,Number of connections known,25,,Other (Please identify in the comments section),1554,,3 - Less Reliable,1,,,No overflow is permitted (Waikato Regional Council,4 - Reliable,2.8,,Measure Not Applicable,,,No design level of service,4 - Reliable,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00325,Motuoapa,15.17017,,4 - Reliable,Secondary,Land,45483,,1.4,,3.12,,Population Variance,0,,0,,48163,,4 - Reliable,497,,Number of connections known,10,,Other (Please identify in the comments section),1159,,3 - Less Reliable,2,,,No overflow is permitted (Waikato Regional Council,4 - Reliable,2.2,,Measure Not Applicable,,,No design level of service,4 - Reliable,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00326,Motutere Camp Ground,1.95486,,4 - Reliable,Secondary,Land,6784,,0.2,,1.1,,Population Variance,0,,0,,6784,,4 - Reliable,1,,Number of connections known,0,,Other (Please identify in the comments section),202,,3 - Less Reliable,2,,,No overflow is permitted (Waikato Regional Council,4 - Reliable,5.5,,Measure Not Applicable,,,No design level of service,4 - Reliable,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00327,Omori,43.47311,,4 - Reliable,Secondary,Land,59693,,2,,7.31,,Population Variance,0,,0,,89065,,4 - Reliable,1109,,Number of connections known,58,,Other (Please identify in the comments section),2475,,3 - Less Reliable,1,,,No overflow is permitted (Waikato Regional Council,4 - Reliable,3.9,,Measure Not Applicable,,,No design level of service,4 - Reliable,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00329,Turangi,65.34278,,4 - Reliable,Tertiary,Wetland,579218,,18.4,,32.38,,Significant Weather Events,0,,0,,0,Measure Not Applicable,4 - Reliable,1992,,Number of connections known,205,,Other (Please identify in the comments section),4868,,3 - Less Reliable,1,,,No overflow is permitted (Waikato Regional Council,4 - Reliable,1,,Measure Not Applicable,,,No design level of service,4 - Reliable,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00330,Whakamaru,2.78643,,4 - Reliable,Secondary,Land,12496,,0.39,,0.66,,Significant Weather Events,0,,0,,12496,,4 - Reliable,57,,Number of connections known,3,,Other (Please identify in the comments section),124,,3 - Less Reliable,1,,,No overflow is permitted (Waikato Regional Council,4 - Reliable,1.57,,Measure Not Applicable,,,No design level of service,4 - Reliable,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable
ACC-00001011,Taupo District Council,WWN-00331,Whareroa,8.54259,,4 - Reliable,Secondary,Land,9335,,0.3,,1.2,,Population Variance,0,,0,,9335,,4 - Reliable,174,,Number of connections known,1,,Other (Please identify in the comments section),417,,3 - Less Reliable,1,,,No overflow is permitted (Waikato Regional Council,4 - Reliable,13.5,,Measure Not Applicable,,,No design level of service,4 - Reliable,,Measure Not Applicable,,Data Not Available,,Data Not Available,,Data Not Available,4 - Reliable,0,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,4 - Reliable
ACC-00008507,Tauranga City Council,WWN-00333,Te Maunga,1300,,4 - Reliable,Tertiary,Marine,12452127,,395,,846,,Significant Weather Events,871649,,0,,0,,4 - Reliable,53952,,Estimation by residential buildings,3913,,Estimation by non-residential buildings,150281,,3 - Less Reliable,44,,,Regional Best Practise Guidelines for wet weather overflows from network,4 - Reliable,2.5,,Other (Please identify in the comments section),"For local network, 5 x ADWF (NZ4404)
For trunk network, 50% AEP",,"Network containment standard assessed based on calibrated model simulated with long-time series historic rainfall. Results have a statistical assessment to develop performance statistics such as simulated overflow frequency. To identify overflow events a 24hr dry period is adopted, with a 5 day split of long events",4 - Reliable,944,,405,,88,,1286,,4 - Reliable,17338,,15.25,,0,,0,,18329,,"Biosolids are processed into vermicompost. As per MyNoke, end-use includes horticulture, dairy and non-dairy farming, forestry, hydroponics, and distribution via third-party channels with unknown final destinations. A portion is also supplied to local body authorities, though the use is not explicitly confirmed in the available data.",0,,2023,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,WWN-00334,Cooks Beach,29,,5 - Highly Reliable,Primary,Land,84187.28125,,2.669561176,,9.849537037,,Population Variance,,Measure Not Applicable,,Measure Not Applicable,84187.28125,,4 - Reliable,1028,,Other (Please identify in the comments section),19,,Other (Please identify in the comments section),595,,4 - Reliable,1,,,Prohibited activity under regional plan,4 - Reliable,3.689571576,,Data Not Available,,,Data not available,4 - Reliable,,Measure Not Applicable,36.57611213,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,4 - Reliable
ACC-00001125,Thames Coromandel District Council,WWN-00335,Coromandel,22,,5 - Highly Reliable,Tertiary,River,195443.9381,,6.197486622,,17.38425926,,Population Variance,,Measure Not Applicable,,Measure Not Applicable,,,4 - Reliable,651,,Other (Please identify in the comments section),101,,Other (Please identify in the comments section),2019,,4 - Reliable,4,,,Prohibited activity under regional plan,4 - Reliable,2.805049905,,Data Not Available,,,Data not available,4 - Reliable,,Measure Not Applicable,84.91281923,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,2025,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,WWN-00336,Hahei,4,,5 - Highly Reliable,Tertiary,River,43602.05175,,1.382611991,,4.178240741,,Population Variance,,Measure Not Applicable,,Measure Not Applicable,,,4 - Reliable,137,,Other (Please identify in the comments section),12,,Other (Please identify in the comments section),234,,4 - Reliable,1,,,Prohibited activity under regional plan,4 - Reliable,3.021990817,,Data Not Available,,,Data not available,4 - Reliable,,Measure Not Applicable,18.94340226,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,2020,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,WWN-00337,Matarangi,34,,5 - Highly Reliable,Tertiary,Land,134327,,4.259481228,,14.51388889,,Population Variance,,Measure Not Applicable,,Measure Not Applicable,134327,,4 - Reliable,1460,,Other (Please identify in the comments section),5,,Other (Please identify in the comments section),2017,,4 - Reliable,1,,,Prohibited activity under regional plan,4 - Reliable,3.40743112,,Data Not Available,,,Data not available,4 - Reliable,,Measure Not Applicable,49.8770046,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,2017,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,WWN-00338,Oamaru Bay,1,,5 - Highly Reliable,Primary,Land,3144.41085,,0.099708614,,0.72337963,,Population Variance,,Measure Not Applicable,,Measure Not Applicable,3144.41085,,4 - Reliable,,,,,,,,,,2,,,Prohibited activity under regional plan,4 - Reliable,7.254936167,,Data Not Available,,,Data not available,4 - Reliable,,Measure Not Applicable,1.366124694,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,2024,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,WWN-00339,Onemana,9,,5 - Highly Reliable,Primary,Land,36603.37498,,1.160685407,,3.06712963,,Population Variance,,Measure Not Applicable,,Measure Not Applicable,36603.37498,,4 - Reliable,360,,Other (Please identify in the comments section),2,,Other (Please identify in the comments section),200,,4 - Reliable,2,,,Prohibited activity under regional plan,4 - Reliable,2.642515889,,Data Not Available,,,Data not available,4 - Reliable,,Measure Not Applicable,15.90274835,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,4 - Reliable
ACC-00001125,Thames Coromandel District Council,WWN-00340,Opito Bay,2,,5 - Highly Reliable,Tertiary,Land,916,,0.029046169,,0.277777778,,Population Variance,,Measure Not Applicable,,Measure Not Applicable,916,,4 - Reliable,20,,Other (Please identify in the comments section),,,Other (Please identify in the comments section),,Data Not Available,4 - Reliable,1,,,Prohibited activity under regional plan,4 - Reliable,9.563318777,,Data Not Available,,,Data not available,4 - Reliable,,Measure Not Applicable,0.397966512,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,4 - Reliable
ACC-00001125,Thames Coromandel District Council,WWN-00342,Thames,75,,5 - Highly Reliable,Tertiary,River,1155587.294,,36.64343271,,75.18518519,,Population Variance,,Measure Not Applicable,,Measure Not Applicable,,,4 - Reliable,2857,,Other (Please identify in the comments section),387,,Other (Please identify in the comments section),8545,,4 - Reliable,3,,,Prohibited activity under regional plan,4 - Reliable,2.051805184,,Data Not Available,,,Data not available,4 - Reliable,,Measure Not Applicable,502,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,,Data Not Available,,Data Not Available,,Data Not Available,,Measure Not Applicable,,Measure Not Applicable,,,Measure Not Applicable,2023,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,WWN-00342,Thames,,,5 - Highly Reliable,Tertiary,Land,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4 - Reliable,,,,,,,,,,,,,,,,,,Data Not Available,,,,,,,,,,,,,,4 - Reliable
ACC-00001125,Thames Coromandel District Council,WWN-00343,Whangamata,78,,5 - Highly Reliable,Tertiary,Land,559544,,17.74302385,,42.84722222,,Population Variance,,Measure Not Applicable,,Measure Not Applicable,559544,,4 - Reliable,4538,,Other (Please identify in the comments section),180,,Other (Please identify in the comments section),4752,,4 - Reliable,5,,,Prohibited activity under regional plan,4 - Reliable,2.414877114,,Data Not Available,,,Data not available,4 - Reliable,,Measure Not Applicable,91.20541081,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,,Data Not Available,17.5,,,Data Not Available,984,,,Measure Not Applicable,,,Measure Not Applicable,,Data Not Available,4 - Reliable
ACC-00001125,Thames Coromandel District Council,WWN-00344,Whitianga,86,,5 - Highly Reliable,Tertiary,River,823750,,26.12094115,,56.6087963,,Population Variance,,Measure Not Applicable,,Measure Not Applicable,,,4 - Reliable,3700,,Other (Please identify in the comments section),200,,Other (Please identify in the comments section),6623,,4 - Reliable,6,,,Prohibited activity under regional plan,4 - Reliable,2.167180577,,Data Not Available,,,Data not available,4 - Reliable,,Measure Not Applicable,357.8874614,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,,Data Not Available,19,,,Data Not Available,1324,,,Measure Not Applicable,,,Measure Not Applicable,2016,,4 - Reliable
ACC-00008504,Timaru District Council,WWN-00345,Timaru - Domestic,471,,5 - Highly Reliable,Tertiary,Marine,3391800,,193,,1439,,Significant Weather Events,0,Measure Not Applicable,8496,,0,Measure Not Applicable,5 - Highly Reliable,15297,,Number of connections known,1100,,Other (Please identify in the comments section),36800,,4 - Reliable,21,,Data Not Available,"Minimal overflows due to equipment faliure, blockages and network capacity.",5 - Highly Reliable,7.4,,Internal code of practice,TDC Infrastructure Design Standards and NZS 4404,0,Design flows are set by zone/land use in the TDC Infrastructure Design Standard (Part 6: Section 6.4). Site specific design flows are required to include Peaking factor of 2 and Storm peak factor of 2.5 when calculating capacity.,5 - Highly Reliable,,Data Not Available,,Data Not Available,,Data Not Available,0,Measure Not Applicable,5 - Highly Reliable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,0,Measure Not Applicable,,0,Measure Not Applicable,2021,,5 - Highly Reliable
