Account ID,Org Name,Supply ID,Supply name,D-A5 Length of pipe in network (km),D-A5 Reason not available,D-A6 Number of drinking water abstraction points,D-A6 Reason not available,D-A7 Main drinking water network source type,D-A7 Comments,D-EH1.1 Number of residential connections,D-EH1.1 Reason not available,D-EH1.1 Method of determining connections,D-EH1.1 Comments,D-EH1.2 Number of residential units,D-EH1.2 Reason not available,D-EH1.2 Method of determining units,D-EH1.2 Comments,D-EH2.1 Number of non-residential connections,D-EH2.1 Reason not available,D-EH2.1 Method of determining connections,D-EH2.1 Comments,D-EH2.2 Number of non-residential units,D-EH2.2 Reason not available,D-EH2.2 Method of determining units,D-EH2.2 Comments,D-EH3 Total population served,D-EH3 Reason not available,D-A5 to D-EH3 Data confidence,D-EH4 Total volume of water supplied to network (m3/year),D-EH4 Reason not available,D-EH7 Volume of non-residential water use (m3/year),D-EH7 Reason not available,D-EH4 and D-EH7 Data confidence,D-EH8 Number of resource consents held,D-EH8 Reason not available,D-EH8 Data confidence,D-EH17 Amount of sludge produced (tonnes/year),D-EH17 Reason not available,D-EH20.1 Disposal route for sludge,D-EH20.1 Comments,D-EH20.1 Reason not available,D-EH18 Amount of backwash water used (m3/year),D-EH18 Reason not available,D-EH20.2 Disposal route for backwash water,D-EH20.2 Comments,D-EH20.2 Reason not available,D-EH19 Amount of screenings removed (tonnes/year),D-EH19 Reason not available,D-EH20.3 Disposal route for screenings,D-EH20.3 Comments,D-EH20.3 Reason not available,D-EH17 to D-EH20.3 Data confidence,D-EH21 Fish passage impeded assessment,D-EH21 Comments,D-EH22 Processes to prevent fish ingress,D-EH22 Comments,D-EH21 to D-EH22 Data confidence,D-R15 Average system pressure (kPa),D-R15 Reason not available,D-R16 Reference level for water pressure set?,D-R17 Reference level for water pressure (kPa),D-R17 Reason not available,D-R18 Number of properties below reference pressure level,D-R18 Reason not available,D-R15 to D-R18 Data confidence,D-RE1 Total drinking water loss across network (m3/year),D-RE1 Includes private water loss?,D-RE1 Reason not available,D-RE2.1 Current annual real loss - CARL (m3/year),D-RE2.1 Reason not available,D-RE2.2 Unavoidable annual real losses - UARL (m3/year),D-RE2.2 Reason not available,D-RE3 Infrastructure leakage index - ILI,D-RE1 to D-RE3 Data confidence,D-RE4 Median residential water consumption (L/connection/day),D-RE4 Reason not available,D-RE4 Data confidence
ACC-00008572,Mackenzie District Council,BUR002,Burkes Pass,3,,1,,River/stream/creek,,28,,Other (Please identify in the comments section),Rates data,28,,Estimation by population,,2,,Other (Please identify in the comments section),From rates data,,,,,100,,3 - Less Reliable,,,,,,1,,,,Data Not Available,Freshwater,,Data Not Available,,Measure Not Applicable,Measure Not Applicable,,,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Yes,,Yes,,4 - Reliable,,Data Not Available,,,,,,,8760,Yes,,,Data Not Available,,Data Not Available,,,,,
ACC-00008572,Mackenzie District Council,FAI002,Fairlie,77,,1,,Spring,,850,,Other (Please identify in the comments section),Rates data,850,,Estimation by population,,67,,Other (Please identify in the comments section),From rates data,,,,,1200,,3 - Less Reliable,,,,,,1,,,,Data Not Available,Land,,Data Not Available,,Data Not Available,Land,,,,Data Not Available,Land,,,4 - Reliable,Yes,,Yes,,4 - Reliable,,Data Not Available,,,,,,,19272,Yes,,,Data Not Available,,Data Not Available,,,,,
ACC-00008572,Mackenzie District Council,TEK005,Tekapo,35,,1,,Infiltration gallery,,550,,Other (Please identify in the comments section),Rates data,550,,Estimation by population,,37,,Other (Please identify in the comments section),From rates data,,,,,800,,3 - Less Reliable,,,,,,1,,,,Data Not Available,Freshwater,,Data Not Available,,Measure Not Applicable,Measure Not Applicable,,,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Yes,,Yes,,4 - Reliable,,Data Not Available,,,,,,,297840,Yes,,,Data Not Available,,Data Not Available,,,,,
ACC-00008572,Mackenzie District Council,TWI001,Twizel,95,,3,,Bore,,1999,,Other (Please identify in the comments section),Rates data,1999,,Estimation by population,,156,,Other (Please identify in the comments section),From rates data,,,,,3000,,3 - Less Reliable,,,,,,1,,,,Data Not Available,Freshwater,,Data Not Available,,Measure Not Applicable,Measure Not Applicable,,,,,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Yes,,Yes,,4 - Reliable,,Data Not Available,,,,,,,122640,Yes,,,Data Not Available,,Data Not Available,,,,,
ACC-00007492,Manawatu District Council,FEI001,Feilding,211,,3,,River/stream/creek,,6931,,Estimation by residential buildings,,6467,,Number of connections known,,548,,Estimation by non-residential buildings,,470,,Number of connections known,,18250,,4 - Reliable,2987063,,1514442,,4 - Reliable,3,,4 - Reliable,10,,Stockpile,Almadale sludge stockpiled at Manawatū WWTP,,4000,,Land,Open roadside drain,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,Yes,,4 - Reliable,500,,Yes,300,Data Not Available,0,,3 - Less Reliable,1374049,No,,657154,,,Data Not Available,22,4 - Reliable,217,,4 - Reliable
ACC-00007492,Manawatu District Council,HAL001,Stanway - Halcombe,123,,1,,Bore,,1134,,Estimation by residential buildings,,1126,,Estimation by residential buildings,,387,,Estimation by non-residential buildings,,399,,Estimation by non-residential buildings,,660,,4 - Reliable,104942,,,Measure Not Applicable,4 - Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,210,,Yes,200,Data Not Available,0,,3 - Less Reliable,20988,No,,20988,,,Data Not Available,20,4 - Reliable,479,,4 - Reliable
ACC-00007492,Manawatu District Council,HIM001,Himatangi Beach,14,,1,,Bore,,433,,Estimation by residential buildings,,433,,Estimation by residential buildings,,13,,Estimation by non-residential buildings,,13,,Estimation by non-residential buildings,,580,,4 - Reliable,155610,,3655,,4 - Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,,Data Not Available,Yes,300,Data Not Available,,Data Not Available,3 - Less Reliable,82473,No,,54464,,,Data Not Available,8.6,4 - Reliable,730,,4 - Reliable
ACC-00007492,Manawatu District Council,OHA020,Ohakea,46,,1,,Bore,,1187,,Estimation by residential buildings,,1171,,Estimation by residential buildings,,112,,Estimation by non-residential buildings,,128,,Estimation by non-residential buildings,,800,,4 - Reliable,121633,,1414,,4 - Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,500,,Other (Please identify in the comments section),Sent to Manawatū WWTP via Sanson WWPS,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,350,,Yes,300,Data Not Available,0,,3 - Less Reliable,46221,No,,26759,,,Data Not Available,22,3 - Less Reliable,412,,4 - Reliable
ACC-00007492,Manawatu District Council,RON002,Rongotea,12,,1,,Bore,,96,,Estimation by residential buildings,,96,,Estimation by residential buildings,,10,,Estimation by non-residential buildings,,10,,Estimation by non-residential buildings,,700,,4 - Reliable,33194,,6214,,4 - Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,450,,Yes,300,Data Not Available,0,,3 - Less Reliable,6307,No,,6307,,,Data Not Available,19,4 - Reliable,123,,4 - Reliable
ACC-00007492,Manawatu District Council,WAI022,Waituna West,61,,1,,Bore,,463,,Estimation by residential buildings,,454,,Estimation by residential buildings,,154,,Estimation by non-residential buildings,,163,,Estimation by non-residential buildings,,224,,4 - Reliable,99347,,,Measure Not Applicable,4 - Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,285,,Yes,200,Data Not Available,0,,3 - Less Reliable,52654,No,,9935,,,Data Not Available,10,1 - Very Uncertain,1215,,4 - Reliable
ACC-00008520,Marlborough District Council,AWA300,Awatere,152,,1,,River/stream/creek,,498,,Number of metered connections,,490,,Estimation by residential buildings,,42,,Estimation by non-residential buildings,,,Data Not Available,,,1176,,4 - Reliable,706633,,282653,,2 - Uncertain,1,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,No,,4 - Reliable,50,,Yes,,Data Not Available,,Data Not Available,5 - Highly Reliable,160378,No,,160,,42,,3.81,4 - Reliable,751,,3 - Less Reliable
ACC-00008520,Marlborough District Council,BLE001,Blenheim,307,,9,,Bore,,11106,,Number of metered connections,,10986,,Estimation by residential buildings,,783,,Estimation by non-residential buildings,,,Data Not Available,,,26366,,4 - Reliable,6374077,,1912223,,2 - Uncertain,1,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,4 - Reliable,51,,Yes,,Data Not Available,,Data Not Available,5 - Highly Reliable,2368925,No,,2366,,255,,9.3,4 - Reliable,360,,2 - Uncertain
ACC-00008520,Marlborough District Council,HAV002,Havelock,12,,2,,Bore,,312,,Number of metered connections,,306,,Estimation by residential buildings,,42,,Estimation by non-residential buildings,,,Data Not Available,,,734,,4 - Reliable,229866,,80453,,2 - Uncertain,1,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,4 - Reliable,67,,Yes,,Data Not Available,,Data Not Available,5 - Highly Reliable,98708,No,,98,,11,,8.62,4 - Reliable,360,,3 - Less Reliable
ACC-00008520,Marlborough District Council,PIC001,Picton/Waikawa,81,,4,,Bore,,2109,,Number of metered connections,,2052,,Estimation by residential buildings,,230,,Estimation by non-residential buildings,,,Data Not Available,,,4925,,4 - Reliable,1288969,,386691,,2 - Uncertain,2,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,4 - Reliable,81,,Yes,,Data Not Available,,Data Not Available,5 - Highly Reliable,530376,No,,530,,90,,5.88,4 - Reliable,295,,2 - Uncertain
ACC-00008520,Marlborough District Council,REN001,Renwick,28,,3,,Bore,,937,,Number of metered connections,,934,,Estimation by residential buildings,,31,,Estimation by non-residential buildings,,,Data Not Available,,,2242,,4 - Reliable,351946,,132181,,2 - Uncertain,1,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,Other (Please identify in the comments section),Sewer,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,4 - Reliable,48,,Yes,,Data Not Available,,Data Not Available,5 - Highly Reliable,109548,No,,109,,21,,5.21,4 - Reliable,494,,3 - Less Reliable
ACC-00008520,Marlborough District Council,RIV002,Riverlands Industrial,14,,3,,Bore,,27,,Number of metered connections,,27,,Estimation by residential buildings,,115,,Estimation by non-residential buildings,,,Data Not Available,,,65,,4 - Reliable,451924,,429328,,3 - Less Reliable,3,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,Measure Not Applicable,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,4 - Reliable,39,,Yes,,Data Not Available,,Data Not Available,5 - Highly Reliable,39026,No,,39,,5,,7.73,4 - Reliable,475,,2 - Uncertain
ACC-00008520,Marlborough District Council,SED300,Seddon,14,,1,,River/stream/creek,,289,,Number of metered connections,,280,,Estimation by residential buildings,,15,,Estimation by non-residential buildings,,,Data Not Available,,,672,,4 - Reliable,89155,,35662,,2 - Uncertain,,Data Not Available,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,Other (Please identify in the comments section),Sewer,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Yes,,No,,4 - Reliable,53,,Yes,,Data Not Available,,Data Not Available,5 - Highly Reliable,17187,No,,17,,9,,1.93,4 - Reliable,383,,3 - Less Reliable
ACC-00008520,Marlborough District Council,WAI034,Wairau Valley Township,4,,2,,Bore,,61,,Number of metered connections,,58,,Estimation by residential buildings,,6,,Estimation by non-residential buildings,,,Data Not Available,,,139,,4 - Reliable,20830,,8332,,2 - Uncertain,1,,4 - Reliable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Data Not Available,Other (Please identify in the comments section),Re-used,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,5 - Highly Reliable,Measure Not Applicable,,Measure Not Applicable,,4 - Reliable,61,,Yes,,Data Not Available,,Data Not Available,5 - Highly Reliable,6128,No,,6,,3,,2.27,4 - Reliable,563,,3 - Less Reliable
ACC-00001026,Masterton District Council,MAS002,Masterton,198,,1,,River/stream/creek,,9584,,Number of metered connections,,9626,,Other (Please identify in the comments section),Rating database,674,,Number of metered connections,,674,,Number of connections known,,21000,,4 - Reliable,5278433,,316700,,4 - Reliable,1,,5 - Highly Reliable,365,,Landfill,Landfilled on site to date.,,258455,,Freshwater,Decant to sludge settling pods then decant to river.,,0,,Measure Not Applicable,Not Screened,,5 - Highly Reliable,No,,No,,4 - Reliable,700,,No,,,,Data Not Available,4 - Reliable,2216941,Yes,,,,305000,,4.8,4 - Reliable,2137,,4 - Reliable
ACC-00001026,Masterton District Council,TIN002,Tinui,2,,1,,Spring,,38,,Number of metered connections,,35,,Number of connections known,,3,,Number of connections known,,3,,Number of connections known,,314,,4 - Reliable,23656,,,Data Not Available,4 - Reliable,1,,5 - Highly Reliable,0,,Measure Not Applicable,,,0,,,,Measure Not Applicable,0,,Measure Not Applicable,Not Screened,,5 - Highly Reliable,No,,Yes,,5 - Highly Reliable,340,,No,,,,Data Not Available,4 - Reliable,,,Data Not Available,,Data Not Available,,Data Not Available,,3 - Less Reliable,1700,,3 - Less Reliable
ACC-00001026,Masterton District Council,WAI058,Wainuioru Mixed Use Rural,58,,2,,Bore,,0,,Other (Please identify in the comments section),Water supplied to farms and farming units. System owned by Council but operated by User Committee.,0,,Other (Please identify in the comments section),No residential units connected.,125,,Number of connections known,,125,,Number of connections known,,,Data Not Available,4 - Reliable,262080,,,Data Not Available,4 - Reliable,1,,3 - Less Reliable,0,,Measure Not Applicable,,,0,,,,Measure Not Applicable,0,,Measure Not Applicable,Not Screened,,5 - Highly Reliable,No,,No,,5 - Highly Reliable,,Data Not Available,,,Data Not Available,,Data Not Available,3 - Less Reliable,,,Data Not Available,,Data Not Available,,Data Not Available,,3 - Less Reliable,,Measure Not Applicable,3 - Less Reliable
ACC-00008512,Matamata Piako District Council,HIN002,Hinuera,3.85,,2,,Bore,,25,,Other (Please identify in the comments section),Service (Asset type) from GIS.,,Data Not Available,Data Not Available,,,Data Not Available,Data Not Available,,,Data Not Available,Data Not Available,,116,,3 - Less Reliable,14453,,,Data Not Available,3 - Less Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,"No sludge, the source is groundwater. No backwash water. Treatment process is UV and hypo",,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,147,,Yes,200,,25,,3 - Less Reliable,4095,Yes,,3987,,357,,11.2,4 - Reliable,535,,3 - Less Reliable
ACC-00008512,Matamata Piako District Council,MAT004,Matamata,142.41,,4,,River/stream/creek,,4301,,Other (Please identify in the comments section),Number from Richard Taylor's report - Which does not have split between residential and non-residential,,Data Not Available,Data Not Available,,,Data Not Available,Data Not Available,,,Data Not Available,Data Not Available,,10321,,5 - Highly Reliable,1570729,,,Data Not Available,3 - Less Reliable,11,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,No Sedimentation Process,,22720,,Freshwater,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Yes,,Yes,,5 - Highly Reliable,440,,Yes,200,,0,,5 - Highly Reliable,638144,Yes,,232662,,93169,,2.5,4 - Reliable,705,,3 - Less Reliable
ACC-00008512,Matamata Piako District Council,MOR001,Morrinsville,134.66,,4,,Lake,,4134,,Other (Please identify in the comments section),Number from Richard Taylor's report - Which does not have split between residential and non-residential,,Data Not Available,Data Not Available,,,Data Not Available,Data Not Available,,,Data Not Available,Data Not Available,,9428,,5 - Highly Reliable,1893709,,,Data Not Available,3 - Less Reliable,7,,5 - Highly Reliable,,Data Not Available,Measure Not Applicable,Unsure of where sludge that is pumped out (Vacuum/sucker trucker) of sludge tanks go (current set up). If Sludge is going into a GEO Bag then the sludge is taken away but unsure where it goes,,86713,,Freshwater,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Yes,,Yes,,5 - Highly Reliable,470,,Yes,200,,0,,5 - Highly Reliable,480617,Yes,,216058,,94822,,2.3,4 - Reliable,710,,3 - Less Reliable
ACC-00008512,Matamata Piako District Council,TAH001,Tahuna,3.73,,3,,Bore,,69,,Other (Please identify in the comments section),Number from Richard Taylor's report - Which does not have split between residential and non-residential,,Data Not Available,Data Not Available,,,Data Not Available,Data Not Available,,,Data Not Available,Data Not Available,,120,,3 - Less Reliable,17390,,,Data Not Available,3 - Less Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,"No sludge, the source is groundwater. No backwash water. Treatment process is UV and hypo",,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Measure Not Applicable,,Measure Not Applicable,,5 - Highly Reliable,390,,Yes,200,,0,,5 - Highly Reliable,2869,Yes,,1647,,1559,,1.1,4 - Reliable,510,,3 - Less Reliable
ACC-00008512,Matamata Piako District Council,TEA003,Te Aroha,100.4,,4,,River/stream/creek,,2326,,Other (Please identify in the comments section),Number from Richard Taylor's report - Which does not have split between residential and non-residential,,Data Not Available,Data Not Available,,,Data Not Available,Data Not Available,,,Data Not Available,Data Not Available,,5038,,5 - Highly Reliable,1584690,,,Data Not Available,3 - Less Reliable,8,,5 - Highly Reliable,,Data Not Available,Other (Please identify in the comments section),Backwash water is sent to the Te Aroha Wastewater Treatment Plant through the wastewater reticulation,,6757,,Other (Please identify in the comments section),Wastewater Treatment Plant,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Yes,,No,,5 - Highly Reliable,510,,Yes,200,,0,,5 - Highly Reliable,520213,Yes,,320563,,65155,,1.9,4 - Reliable,750,,3 - Less Reliable
ACC-00008512,Matamata Piako District Council,TEP003,Te Poi,2.2,,1,,River/stream/creek,,46,,Other (Please identify in the comments section),Number from Richard Taylor's report - Which does not have split between residential and non-residential,,Data Not Available,Data Not Available,,,Data Not Available,Data Not Available,,,Data Not Available,Data Not Available,,100,,3 - Less Reliable,14845,,,Data Not Available,3 - Less Reliable,1,,5 - Highly Reliable,,Measure Not Applicable,Measure Not Applicable,No Sedimentation Process,,,Data Not Available,Freshwater,,,,Measure Not Applicable,Measure Not Applicable,,Measure Not Applicable,4 - Reliable,Data Not Available,,Data Not Available,,5 - Highly Reliable,353,,Yes,200,,0,,5 - Highly Reliable,3898,Yes,,3636,,926,,3.9,4 - Reliable,725,,3 - Less Reliable
ACC-00008588,Ministry of Education,AOK001,Aokautere School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,161.7,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,APP001,Appleby School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,125.4,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,ARA009,Ararimu School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,134.2,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,AWA012,Awahono School - Grey Valley,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,110,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,AWH001,Awhitu District School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,118.8,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,BEA001,Beachlands School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,690.8,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,BRO001,Brooklyn School (Motueka),,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,149.6,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,BRO005,Broadfield School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,148.5,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,BRO008,Brookby School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,126.5,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,CLA003,Clarkville Te Kura ki Waimātao,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,210.1,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,CLI003,Clive School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,229.9,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,DRU002,Drummond Primary School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,101.2,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,ELS001,Elstow-Waihou Combined School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,183.7,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,GAL002,Galatea School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,134.2,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
