Account ID,Org Name,Supply ID,Supply name,D-A5 Length of pipe in network (km),D-A5 Reason not available,D-A6 Number of drinking water abstraction points,D-A6 Reason not available,D-A7 Main drinking water network source type,D-A7 Comments,D-EH1.1 Number of residential connections,D-EH1.1 Reason not available,D-EH1.1 Method of determining connections,D-EH1.1 Comments,D-EH1.2 Number of residential units,D-EH1.2 Reason not available,D-EH1.2 Method of determining units,D-EH1.2 Comments,D-EH2.1 Number of non-residential connections,D-EH2.1 Reason not available,D-EH2.1 Method of determining connections,D-EH2.1 Comments,D-EH2.2 Number of non-residential units,D-EH2.2 Reason not available,D-EH2.2 Method of determining units,D-EH2.2 Comments,D-EH3 Total population served,D-EH3 Reason not available,D-A5 to D-EH3 Data confidence,D-EH4 Total volume of water supplied to network (m3/year),D-EH4 Reason not available,D-EH7 Volume of non-residential water use (m3/year),D-EH7 Reason not available,D-EH4 and D-EH7 Data confidence,D-EH8 Number of resource consents held,D-EH8 Reason not available,D-EH8 Data confidence,D-EH17 Amount of sludge produced (tonnes/year),D-EH17 Reason not available,D-EH20.1 Disposal route for sludge,D-EH20.1 Comments,D-EH20.1 Reason not available,D-EH18 Amount of backwash water used (m3/year),D-EH18 Reason not available,D-EH20.2 Disposal route for backwash water,D-EH20.2 Comments,D-EH20.2 Reason not available,D-EH19 Amount of screenings removed (tonnes/year),D-EH19 Reason not available,D-EH20.3 Disposal route for screenings,D-EH20.3 Comments,D-EH20.3 Reason not available,D-EH17 to D-EH20.3 Data confidence,D-EH21 Fish passage impeded assessment,D-EH21 Comments,D-EH22 Processes to prevent fish ingress,D-EH22 Comments,D-EH21 to D-EH22 Data confidence,D-R15 Average system pressure (kPa),D-R15 Reason not available,D-R16 Reference level for water pressure set?,D-R17 Reference level for water pressure (kPa),D-R17 Reason not available,D-R18 Number of properties below reference pressure level,D-R18 Reason not available,D-R15 to D-R18 Data confidence,D-RE1 Total drinking water loss across network (m3/year),D-RE1 Includes private water loss?,D-RE1 Reason not available,D-RE2.1 Current annual real loss - CARL (m3/year),D-RE2.1 Reason not available,D-RE2.2 Unavoidable annual real losses - UARL (m3/year),D-RE2.2 Reason not available,D-RE3 Infrastructure leakage index - ILI,D-RE1 to D-RE3 Data confidence,D-RE4 Median residential water consumption (L/connection/day),D-RE4 Reason not available,D-RE4 Data confidence
ACC-00008588,Ministry of Education,GLA001,Gladstone School (Masterton),,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,198,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,GLE005,Glenbrook School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,323.4,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,GLE015,Glen Massey School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,128.7,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,GOL001,Golden Bay High School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,350.9,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,GOO003,Goodwood School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,441.1,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,HAR002,Harrisville School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,227.7,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,HAU007,Hautapu School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,198,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,HAW004,Hawea Flat School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,416.9,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,HOR005,Horsham Downs School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,418,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,HUA001,Huapai District School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,572,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,KAR004,Karaka School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,249.7,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,KIO001,Kio Kio School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,154,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,KOP002,Koputaroa School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,194.7,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,KOR003,Korakonui School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,150.7,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,KUR002,Kuratau School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,100.1,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,LAD001,Ladbrooks School,,Data Not Available,1,,Bore,,,Measure Not Applicable,,,,Measure Not Applicable,,,1,,Estimation by non-residential buildings,,1,,Estimation by non-residential buildings,,140.8,,4 - Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,LAG001,Ashburton Borough School (Lagmhor Site),,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,290.4,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,LIM001,Limehills School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,155.1,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,LON004,Longbeach School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,156.2,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,MAN011,Mangatawhiri School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,177.1,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,MAN027,Mangaroa School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,111.1,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,MAR006,Maraetai Beach School,,Data Not Available,1,,Bore,,,Measure Not Applicable,,,,Measure Not Applicable,,,,Measure Not Applicable,,,,Measure Not Applicable,,,525.8,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,MAR010,Maraekakaho School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,132,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,MAR016,Marotiri School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,167.2,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,MAR018,Maramarua School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,135.3,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,MAT007,Matarau School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,297,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,MAT011,Matakana School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,347.6,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,MAU004,Mauku School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,171.6,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,MOT004,Motueka South School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,199.1,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,MOT005,Motueka High School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,787.6,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,MYR001,Myross Bush School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,176,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
ACC-00008588,Ministry of Education,NGA006,Ngaere School,,Data Not Available,1,,Bore,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,,Data Not Available,,,161.7,,5 - Highly Reliable,,Data Not Available,,Data Not Available,,,Measure Not Applicable,,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Data Not Available,,,Data Not Available,,Measure Not Applicable,,,,,,Data Not Available,,,Data Not Available,,Data Not Available,,,,Data Not Available,,Data Not Available,,Data Not Available,,,,Measure Not Applicable,
